id,user_id,start_date,end_date,plan_id,created_at,updated_at,price,status,notes,freeze_days_used,freeze_attempts,frozen_until,has_discount,discount_amount
87,105,2024-11-14 19:15:15,2024-12-14 19:15:15,1,2024-11-14 19:15:15,2024-11-14 19:16:18,100000.0,paid,,0.0,0.0,,0.0,
88,106,2024-11-14 19:43:23,2024-12-14 19:43:23,1,2024-11-14 19:43:23,2024-11-14 19:44:10,100000.0,paid,,0.0,0.0,,0.0,
89,112,2024-12-01 14:53:07,2025-01-01 14:53:07,1,2024-11-15 14:53:07,2024-12-06 19:08:20,100000.0,paid,,0.0,0.0,,0.0,
90,113,2024-11-15 14:59:53,2024-12-15 14:59:53,1,2024-11-15 14:59:53,2024-11-15 15:01:55,100000.0,paid,,0.0,0.0,,0.0,
91,115,2024-11-15 17:52:23,2024-12-15 17:52:23,1,2024-11-15 17:52:23,2024-11-15 17:53:18,100000.0,paid,,0.0,0.0,,0.0,
92,117,2024-11-15 18:46:51,2024-12-15 18:46:51,1,2024-11-15 18:46:51,2024-11-15 18:48:30,100000.0,paid,,0.0,0.0,,0.0,
93,119,2024-11-15 18:49:03,2024-11-16 18:49:03,6,2024-11-15 18:49:03,2024-11-15 18:52:35,10000.0,paid,,0.0,0.0,,0.0,
94,118,2024-11-15 18:50:22,2024-12-15 18:50:22,1,2024-11-15 18:50:22,2024-11-16 09:54:11,100000.0,paid,,0.0,0.0,,0.0,
95,120,2024-11-15 19:18:48,2024-12-15 19:18:47,1,2024-11-15 19:19:06,2024-11-15 19:19:06,100000.0,paid,,0.0,0.0,,0.0,
96,121,2024-11-16 18:48:05,2024-12-16 18:48:05,1,2024-11-16 18:48:05,2024-11-16 18:49:42,100000.0,paid,,0.0,0.0,,0.0,
97,119,2024-11-17 12:15:17,2024-12-17 12:15:17,1,2024-11-17 12:15:17,2024-11-17 12:16:49,100000.0,paid,,0.0,0.0,,0.0,
98,122,2024-11-17 15:53:49,2024-11-18 15:53:49,6,2024-11-17 15:53:49,2024-11-17 15:54:43,10000.0,paid,,0.0,0.0,,0.0,
99,125,2024-11-18 12:43:29,2024-12-18 12:43:29,1,2024-11-18 12:43:29,2024-11-19 09:02:46,100000.0,paid,,0.0,0.0,,0.0,
100,89,2024-11-18 16:01:18,2024-12-18 16:01:18,1,2024-11-18 16:01:34,2024-11-18 19:39:26,100000.0,paid,,0.0,0.0,,0.0,
101,128,2024-11-18 17:53:37,2024-12-18 17:53:37,1,2024-11-18 17:53:37,2024-11-18 19:12:57,100000.0,paid,,0.0,0.0,,0.0,
102,129,2024-11-18 17:56:55,2024-12-18 17:56:55,1,2024-11-18 17:56:55,2024-11-18 18:00:20,100000.0,paid,,0.0,0.0,,0.0,
103,130,2024-11-18 19:40:14,2025-02-16 19:40:14,4,2024-11-18 19:40:14,2024-11-18 19:42:02,280000.0,paid,,0.0,0.0,,0.0,
104,132,2024-11-19 17:31:35,2024-12-19 17:31:35,1,2024-11-19 17:31:35,2024-11-20 17:48:17,100000.0,paid,,0.0,0.0,,0.0,
105,133,2024-11-19 17:36:30,2024-12-19 17:36:30,1,2024-11-19 17:36:30,2024-11-20 17:50:08,100000.0,paid,,0.0,0.0,,0.0,
106,123,2024-11-20 07:49:44,2024-11-21 07:49:44,6,2024-11-20 07:49:44,2024-11-20 07:51:07,10000.0,paid,,0.0,0.0,,0.0,
107,136,2024-11-20 21:04:06,2024-12-20 21:04:06,1,2024-11-20 21:04:06,2024-11-23 14:27:30,90000.0,paid,students discount,0.0,0.0,,1.0,
108,138,2024-11-21 18:43:17,2024-12-21 18:43:17,1,2024-11-21 18:43:17,2024-11-21 18:45:17,100000.0,paid,,0.0,0.0,,0.0,
109,139,2024-11-22 12:24:25,2024-12-22 12:24:25,1,2024-11-22 12:24:25,2024-11-22 12:25:27,100000.0,paid,,0.0,0.0,,0.0,
110,140,2024-11-22 20:20:56,2024-12-22 20:20:56,1,2024-11-22 20:20:56,2024-11-25 17:33:52,100000.0,paid,,0.0,0.0,,0.0,
111,137,2024-11-23 15:29:23,2024-12-23 15:29:28,1,2024-11-23 15:30:17,2024-11-23 15:30:17,100000.0,paid,,0.0,0.0,,0.0,0.0
112,142,2024-11-23 15:33:04,2024-12-23 15:33:08,1,2024-11-23 15:33:28,2024-11-23 15:33:28,100000.0,paid,,0.0,0.0,,0.0,0.0
113,145,2024-11-25 16:09:25,2024-12-25 16:09:25,1,2024-11-25 16:09:25,2024-11-27 16:16:19,100000.0,paid,,0.0,0.0,,0.0,
114,146,2024-11-25 23:47:38,2024-12-25 23:47:38,1,2024-11-25 23:47:38,2024-11-27 18:47:51,100000.0,paid,,0.0,0.0,,0.0,
115,147,2024-11-26 06:54:40,2025-12-26 06:54:40,3,2024-11-26 06:54:40,2025-03-13 13:48:29,1000000.0,paid,FREEZED BY TIMA BY HIS REQUEST .,30.0,1.0,2025-04-03,0.0,
116,148,2024-11-26 18:11:24,2024-11-27 18:11:24,6,2024-11-26 18:11:24,2024-11-26 18:13:29,10000.0,paid,,0.0,0.0,,0.0,
117,149,2024-11-26 18:35:33,2024-12-26 18:35:33,1,2024-11-26 18:35:33,2024-11-26 18:36:16,100000.0,paid,,0.0,0.0,,0.0,
118,150,2024-11-26 20:08:33,2024-11-27 20:08:33,6,2024-11-26 20:08:34,2024-11-26 20:13:03,10000.0,paid,,0.0,0.0,,0.0,
119,151,2024-11-26 20:09:08,2024-11-27 20:09:08,6,2024-11-26 20:09:08,2024-11-26 20:12:23,10000.0,paid,,0.0,0.0,,0.0,
120,152,2024-11-26 20:10:41,2024-11-27 20:10:41,6,2024-11-26 20:10:41,2024-11-26 20:11:40,10000.0,paid,,0.0,0.0,,0.0,
121,123,2024-11-28 08:09:04,2024-11-29 08:09:04,6,2024-11-28 08:09:04,2024-11-28 08:48:49,10000.0,paid,,0.0,0.0,,0.0,
122,151,2024-11-28 19:54:34,2024-11-29 19:54:34,6,2024-11-28 19:54:34,2024-11-28 19:57:00,10000.0,paid,,0.0,0.0,,0.0,
123,152,2024-11-28 19:55:09,2024-11-29 19:55:09,6,2024-11-28 19:55:09,2024-11-28 19:56:29,10000.0,paid,,0.0,0.0,,0.0,
124,153,2024-11-29 07:47:31,2024-11-30 07:47:31,6,2024-11-29 07:47:31,2024-11-29 09:29:22,10000.0,paid,,0.0,0.0,,0.0,
125,154,2024-11-30 14:19:23,2024-12-30 14:19:23,1,2024-11-30 14:19:23,2024-11-30 14:28:22,100000.0,paid,Paiement par carte,0.0,0.0,,0.0,
126,155,2024-11-30 14:19:44,2024-12-30 14:19:44,1,2024-11-30 14:19:44,2024-11-30 14:28:55,100000.0,paid,Paiement par carte,0.0,0.0,,0.0,
127,123,2024-11-30 14:48:47,2024-12-01 14:48:47,6,2024-11-30 14:48:47,2024-11-30 14:50:50,10000.0,paid,,0.0,0.0,,0.0,
128,157,2024-12-02 18:11:56,2025-01-01 18:11:56,1,2024-12-02 18:11:56,2024-12-02 18:23:37,100000.0,paid,,0.0,0.0,,0.0,
129,151,2024-12-02 19:53:53,2024-12-03 19:53:53,6,2024-12-02 19:53:53,2024-12-02 20:02:07,10000.0,paid,,0.0,0.0,,0.0,
130,152,2024-12-02 19:58:14,2024-12-03 19:58:14,6,2024-12-02 19:58:14,2024-12-02 19:59:48,10000.0,paid,,0.0,0.0,,0.0,
131,150,2024-12-02 19:58:24,2024-12-03 19:58:24,6,2024-12-02 19:58:24,2024-12-02 19:59:14,10000.0,paid,,0.0,0.0,,0.0,
132,158,2024-12-03 16:16:54,2025-12-03 16:16:54,3,2024-12-03 16:16:54,2024-12-03 16:19:50,1000000.0,paid,,0.0,0.0,,0.0,
133,159,2024-12-03 18:40:32,2025-01-02 18:40:32,1,2024-12-03 18:40:32,2024-12-03 18:42:55,100000.0,paid,,0.0,0.0,,0.0,
134,160,2024-12-03 21:55:59,2025-01-02 21:55:59,1,2024-12-03 21:55:59,2025-04-02 18:28:07,100000.0,paid,,0.0,0.0,,0.0,
135,123,2024-12-04 10:32:10,2024-12-05 10:32:10,6,2024-12-04 10:32:10,2024-12-04 10:33:48,10000.0,paid,,0.0,0.0,,0.0,
136,161,2024-12-04 18:46:20,2025-01-03 18:46:20,1,2024-12-04 18:46:20,2024-12-04 19:09:21,100000.0,paid,,0.0,0.0,,0.0,
137,123,2024-12-06 10:32:10,2025-01-05 10:32:10,1,2024-12-05 08:16:30,2024-12-05 08:17:16,100000.0,paid,,0.0,0.0,,0.0,
138,116,2024-12-06 18:15:51,2025-01-05 18:15:51,1,2024-12-06 18:15:51,2024-12-07 15:22:07,100000.0,paid,,0.0,0.0,,0.0,
139,162,2024-12-08 11:19:47,2024-12-09 11:19:47,6,2024-12-08 11:19:47,2024-12-08 11:22:20,10000.0,paid,,0.0,0.0,,0.0,
140,148,2024-12-09 18:23:10,2024-12-10 18:23:10,6,2024-12-09 18:23:10,2024-12-09 18:24:30,10000.0,paid,,0.0,0.0,,0.0,
141,90,2024-12-09 18:45:24,2025-01-08 18:45:24,1,2024-12-09 18:45:24,2024-12-09 18:47:23,100000.0,paid,,0.0,0.0,,0.0,
142,93,2024-12-12 13:30:42,2025-01-11 13:30:42,1,2024-12-10 18:29:10,2024-12-10 18:32:01,100000.0,paid,,0.0,0.0,,0.0,
143,163,2024-12-11 16:19:03,2024-12-12 16:19:03,6,2024-12-11 16:19:03,2024-12-11 16:19:37,10000.0,paid,,0.0,0.0,,0.0,
145,166,2024-12-13 14:06:15,2025-01-12 14:06:15,1,2024-12-13 14:06:15,2024-12-13 14:06:51,100000.0,paid,,0.0,0.0,,0.0,
146,92,2024-12-13 17:23:56,2025-01-12 17:23:56,1,2024-12-13 17:23:56,2024-12-13 17:24:26,100000.0,paid,,0.0,0.0,,0.0,
147,168,2024-12-13 17:25:37,2024-12-14 17:25:37,6,2024-12-13 17:25:37,2024-12-13 17:28:17,10000.0,paid,,0.0,0.0,,0.0,
148,169,2024-12-13 17:26:02,2024-12-14 17:26:02,6,2024-12-13 17:26:02,2024-12-13 17:28:50,10000.0,paid,,0.0,0.0,,0.0,
149,170,2024-12-13 18:34:16,2025-01-12 18:34:16,1,2024-12-13 18:34:16,2024-12-13 18:34:52,100000.0,paid,,0.0,0.0,,0.0,
150,115,2024-12-16 17:52:23,2025-01-15 17:52:23,1,2024-12-15 10:48:32,2024-12-15 10:49:04,100000.0,paid,,0.0,0.0,,0.0,
151,104,2024-12-16 09:10:06,2025-01-15 09:10:06,1,2024-12-16 09:10:06,2024-12-16 09:13:04,100000.0,paid,,0.0,0.0,,0.0,
152,172,2024-12-16 10:27:46,2025-01-15 10:27:46,1,2024-12-16 10:27:46,2024-12-16 10:28:39,100000.0,paid,,0.0,0.0,,0.0,
153,173,2024-12-16 11:13:56,2025-01-15 11:13:56,1,2024-12-16 11:13:56,2024-12-16 11:19:28,100000.0,paid,,0.0,0.0,,0.0,
154,174,2024-12-16 11:37:34,2025-01-15 11:37:34,1,2024-12-16 11:37:34,2024-12-16 11:40:41,100000.0,paid,,0.0,0.0,,0.0,
155,177,2024-12-16 17:34:32,2025-01-15 17:34:32,1,2024-12-16 17:34:32,2024-12-16 17:36:11,100000.0,paid,,0.0,0.0,,0.0,
156,178,2024-12-17 10:43:57,2025-01-16 10:43:57,1,2024-12-17 10:43:57,2024-12-17 10:45:39,100000.0,paid,,0.0,0.0,,0.0,
157,179,2024-12-17 10:46:09,2025-01-16 10:46:09,1,2024-12-17 10:46:09,2024-12-17 10:47:42,100000.0,paid,,0.0,0.0,,0.0,
158,180,2024-12-17 20:17:34,2024-12-18 20:17:34,6,2024-12-17 20:17:34,2024-12-17 20:20:29,10000.0,paid,,0.0,0.0,,0.0,
159,117,2024-12-18 17:26:50,2025-01-17 17:26:50,1,2024-12-18 17:26:50,2024-12-18 17:39:53,100000.0,paid,,0.0,0.0,,0.0,
160,181,2024-12-19 08:24:55,2025-01-18 08:24:55,1,2024-12-19 08:24:55,2024-12-19 08:28:29,100000.0,paid,,0.0,0.0,,0.0,
161,132,2024-12-19 18:31:31,2025-01-18 18:31:31,1,2024-12-19 18:31:31,2024-12-20 19:14:27,100000.0,paid,,0.0,0.0,,0.0,
162,182,2024-12-19 18:47:49,2025-01-18 18:47:49,1,2024-12-19 18:47:49,2024-12-19 18:49:46,100000.0,paid,,0.0,0.0,,0.0,
163,105,2024-12-19 19:44:19,2025-01-18 19:44:19,1,2024-12-19 19:44:19,2024-12-19 19:44:37,100000.0,paid,,0.0,0.0,,0.0,
164,183,2024-12-19 21:05:42,2025-01-18 21:05:42,1,2024-12-19 21:05:42,2024-12-19 21:06:41,100000.0,paid,,0.0,0.0,,0.0,
165,83,2024-12-09 00:00:00,2025-01-09 00:00:00,1,2024-12-20 15:24:47,2024-12-20 15:24:47,100000.0,paid,,0.0,0.0,,0.0,
167,128,2024-12-20 18:16:33,2025-01-19 18:16:33,1,2024-12-20 18:16:33,2024-12-20 18:19:19,100000.0,paid,,0.0,0.0,,0.0,
168,162,2024-12-21 11:58:12,2024-12-22 11:58:12,6,2024-12-21 11:58:12,2024-12-21 11:59:45,10000.0,paid,,0.0,0.0,,0.0,
170,187,2024-12-23 08:09:20,2024-12-24 08:09:20,6,2024-12-23 08:09:20,2024-12-23 08:11:39,10000.0,paid,,0.0,0.0,,0.0,
171,187,2024-12-25 08:09:20,2025-01-24 08:09:20,1,2024-12-23 08:09:41,2024-12-23 08:10:54,100000.0,paid,,0.0,0.0,,0.0,
173,188,2024-12-23 15:04:48,2025-01-22 15:04:48,1,2024-12-23 15:04:48,2024-12-23 15:05:49,100000.0,paid,,0.0,0.0,,0.0,
174,189,2024-12-26 17:26:57,2025-01-25 17:26:57,1,2024-12-26 17:26:57,2024-12-26 17:33:35,100000.0,paid,,0.0,0.0,,0.0,
175,190,2024-12-26 21:06:56,2025-01-25 21:06:56,1,2024-12-26 21:06:56,2025-04-02 20:56:13,100000.0,paid,,0.0,0.0,,0.0,
176,192,2024-12-28 14:37:30,2025-01-27 14:37:30,1,2024-12-28 14:37:30,2024-12-28 14:38:25,100000.0,paid,,0.0,0.0,,0.0,
177,195,2025-01-01 17:46:00,2025-02-01 17:46:00,1,2024-12-30 17:46:40,2025-01-02 18:25:10,100000.0,paid,Prendre en compte a partir du 1er janvier,0.0,0.0,,0.0,
178,145,2025-01-02 09:23:34,2025-02-01 09:23:34,1,2025-01-02 09:23:34,2025-01-02 09:24:40,100000.0,paid,,0.0,0.0,,0.0,
179,194,2025-01-03 08:04:29,2025-01-04 08:04:29,6,2025-01-03 08:04:29,2025-01-03 10:30:01,10000.0,cancelled,,0.0,0.0,,0.0,
180,198,2025-01-03 11:18:31,2025-02-02 11:18:31,1,2025-01-03 11:18:31,2025-01-03 13:07:15,100000.0,paid,,0.0,0.0,,0.0,
181,139,2025-01-03 12:20:54,2025-02-02 12:20:54,1,2025-01-03 12:20:54,2025-01-03 12:21:50,100000.0,paid,,0.0,0.0,,0.0,
183,78,2025-01-04 10:56:26,2025-01-05 10:56:26,6,2025-01-04 10:56:26,2025-01-04 10:56:53,10000.0,paid,,0.0,0.0,,0.0,
184,199,2025-01-04 18:43:09,2025-02-03 18:43:09,1,2025-01-04 18:43:09,2025-01-04 18:43:30,100000.0,paid,,0.0,0.0,,0.0,
185,162,2025-01-05 11:36:30,2025-01-06 11:36:30,6,2025-01-05 11:36:30,2025-01-05 11:37:29,10000.0,paid,,0.0,0.0,,0.0,
186,162,2025-01-07 11:36:30,2025-01-08 11:36:30,6,2025-01-05 11:38:49,2025-01-05 11:39:22,10000.0,paid,,0.0,0.0,,0.0,
187,160,2025-01-05 15:00:08,2025-02-04 15:00:08,1,2025-01-05 15:00:08,2025-01-06 21:29:32,100000.0,paid,,0.0,0.0,,0.0,
188,200,2025-01-05 15:06:15,2025-01-06 15:06:15,6,2025-01-05 15:06:15,2025-01-05 15:06:39,10000.0,paid,,0.0,0.0,,0.0,
189,203,2025-01-06 16:36:30,2025-02-05 16:36:30,1,2025-01-06 16:36:30,2025-01-06 16:48:41,100000.0,confirmed,,0.0,0.0,,0.0,
190,204,2025-01-06 16:48:03,2025-02-05 16:48:03,1,2025-01-06 16:48:03,2025-01-06 16:50:23,100000.0,paid,,0.0,0.0,,0.0,
191,205,2025-01-06 16:55:41,2025-02-05 16:55:41,1,2025-01-06 16:55:41,2025-01-06 16:56:27,100000.0,paid,,0.0,0.0,,0.0,
192,206,2025-01-06 17:26:05,2025-02-05 17:26:05,1,2025-01-06 17:26:05,2025-01-06 17:26:37,100000.0,paid,,0.0,0.0,,0.0,
193,207,2025-01-06 18:12:38,2025-02-05 18:12:38,1,2025-01-06 18:12:38,2025-01-06 18:13:12,100000.0,paid,,0.0,0.0,,0.0,
194,208,2025-01-06 18:32:24,2025-02-05 18:32:24,1,2025-01-06 18:32:24,2025-01-06 18:32:45,100000.0,paid,,0.0,0.0,,0.0,
195,191,2025-01-07 09:18:20,2025-01-08 09:18:20,6,2025-01-07 09:18:20,2025-01-07 09:22:44,10000.0,paid,,0.0,0.0,,0.0,
196,210,2025-01-07 10:58:51,2025-01-08 10:58:51,6,2025-01-07 10:58:51,2025-01-07 11:00:00,10000.0,paid,,0.0,0.0,,0.0,
197,211,2025-01-07 16:04:12,2025-02-06 16:04:12,1,2025-01-07 16:04:12,2025-01-07 18:59:40,100000.0,paid,,0.0,0.0,,0.0,
198,112,2025-01-07 16:17:13,2025-02-06 16:17:13,1,2025-01-07 16:17:13,2025-01-07 16:19:49,100000.0,paid,,0.0,0.0,,0.0,
199,73,2025-01-07 17:51:25,2025-02-06 17:51:25,1,2025-01-07 17:51:25,2025-01-07 17:52:29,100000.0,paid,,0.0,0.0,,0.0,
200,148,2025-01-07 18:42:28,2025-01-08 18:42:28,6,2025-01-07 18:42:28,2025-01-07 18:44:19,10000.0,paid,,0.0,0.0,,0.0,
201,213,2025-01-08 10:10:28,2025-02-07 10:10:28,1,2025-01-08 10:10:28,2025-01-08 10:12:07,100000.0,paid,,0.0,0.0,,0.0,
202,210,2025-01-09 10:58:51,2025-01-10 10:58:51,6,2025-01-08 10:56:27,2025-01-08 10:58:41,10000.0,paid,,0.0,0.0,,0.0,
203,214,2025-01-08 17:22:57,2025-02-07 17:22:57,1,2025-01-08 17:22:57,2025-01-08 17:24:15,100000.0,paid,,0.0,0.0,,0.0,
204,215,2025-01-08 18:26:43,2025-02-07 18:26:43,1,2025-01-08 18:26:43,2025-01-08 18:27:35,100000.0,paid,,0.0,0.0,,0.0,
205,216,2025-01-08 18:59:43,2025-02-07 18:59:43,1,2025-01-08 18:59:43,2025-01-11 12:04:30,100000.0,paid,,0.0,0.0,,0.0,
206,217,2025-01-08 20:31:24,2025-02-07 20:31:24,1,2025-01-08 20:31:24,2025-01-08 20:53:54,100000.0,paid,,0.0,0.0,,1.0,
207,218,2025-01-09 14:18:25,2025-04-09 14:18:25,4,2025-01-09 14:18:25,2025-01-09 14:23:52,280000.0,paid,,0.0,0.0,,0.0,
208,161,2025-01-09 19:04:28,2025-02-08 19:04:28,1,2025-01-09 19:04:28,2025-01-09 20:33:51,100000.0,paid,,0.0,0.0,,0.0,
209,219,2025-01-09 20:26:12,2025-02-08 20:26:12,1,2025-01-09 20:26:12,2025-01-09 20:34:10,100000.0,paid,,0.0,0.0,,0.0,
210,210,2025-01-11 10:58:51,2025-01-12 10:58:51,6,2025-01-10 10:26:33,2025-01-10 10:30:34,10000.0,paid,,0.0,0.0,,0.0,
211,137,2025-01-10 18:04:34,2025-02-09 18:04:34,1,2025-01-10 18:04:34,2025-01-11 12:02:07,100000.0,paid,,0.0,0.0,,0.0,
212,220,2025-01-11 14:44:26,2025-02-10 14:44:26,1,2025-01-11 14:44:26,2025-01-13 16:27:26,100000.0,paid,,0.0,0.0,,0.0,
213,221,2025-01-11 14:45:05,2025-02-10 14:45:05,1,2025-01-11 14:45:05,2025-01-13 16:27:10,100000.0,paid,,0.0,0.0,,0.0,
214,223,2025-01-13 07:49:22,2025-01-14 07:49:22,6,2025-01-13 07:49:22,2025-01-13 15:42:38,10000.0,paid,,0.0,0.0,,0.0,
215,224,2025-01-13 08:16:56,2025-02-12 08:16:56,1,2025-01-13 08:16:56,2025-01-13 15:41:28,100000.0,paid,,0.0,0.0,,0.0,
216,125,2025-01-13 09:56:59,2025-02-12 09:56:59,1,2025-01-13 09:56:59,2025-01-13 15:32:26,100000.0,paid,,0.0,0.0,,0.0,
217,225,2025-01-13 10:13:12,2025-01-13 10:13:12,1,2025-01-13 10:13:29,2025-01-13 10:13:29,100000.0,paid,,0.0,0.0,,0.0,
218,155,2025-01-13 18:22:40,2025-02-12 18:22:40,1,2025-01-13 18:22:40,2025-01-13 18:37:36,100000.0,paid,,0.0,0.0,,0.0,
219,227,2025-01-14 12:06:32,2025-01-15 12:06:32,6,2025-01-14 12:06:32,2025-01-14 15:05:04,10000.0,paid,,0.0,0.0,,0.0,
220,228,2025-01-14 12:40:00,2025-04-14 12:40:00,4,2025-01-14 12:40:00,2025-01-15 19:02:30,280000.0,paid,,0.0,0.0,,0.0,
221,166,2025-01-14 17:23:13,2025-02-13 17:23:13,1,2025-01-14 17:23:13,2025-01-14 17:37:25,100000.0,paid,,0.0,0.0,,0.0,
222,170,2025-01-14 18:07:58,2025-02-13 18:07:58,1,2025-01-14 18:07:58,2025-01-14 18:08:44,100000.0,paid,,0.0,0.0,,0.0,
223,121,2025-01-14 19:11:16,2025-02-13 19:11:16,1,2025-01-14 19:11:16,2025-01-14 19:15:49,100000.0,paid,,0.0,0.0,,0.0,
224,210,2025-01-15 09:40:22,2025-02-14 09:40:22,1,2025-01-15 09:40:22,2025-01-15 11:51:55,100000.0,paid,coach check 15%  de reduction,0.0,0.0,,1.0,
225,229,2025-01-15 11:29:05,2025-02-14 11:29:05,1,2025-01-15 11:29:05,2025-01-15 11:29:24,100000.0,paid,,0.0,0.0,,0.0,
226,232,2025-01-15 18:20:32,2025-02-14 18:20:32,1,2025-01-15 18:20:32,2025-01-17 11:40:19,90000.0,paid,paiement orange money 80000f par coach Marvin\r\ndisicount 10% demande par Tima on Whatsapp - bob,0.0,0.0,,1.0,
227,83,2025-01-16 17:44:55,2025-02-15 17:44:55,1,2025-01-16 17:44:55,2025-01-16 18:46:17,100000.0,paid,,0.0,0.0,,0.0,
228,234,2025-01-16 19:31:49,2025-04-16 19:31:49,4,2025-01-16 19:31:49,2025-01-17 14:11:56,280000.0,paid,a payer 250 000 11% reducution,0.0,0.0,,1.0,
229,235,2025-01-16 19:33:44,2025-04-16 19:33:44,4,2025-01-16 19:33:44,2025-01-17 13:38:35,280000.0,paid,a payer 250 000 11% reducution,0.0,0.0,,1.0,
230,200,2025-01-16 20:40:48,2025-01-17 20:40:48,6,2025-01-16 20:40:48,2025-01-16 20:41:11,10000.0,paid,,0.0,0.0,,0.0,
231,191,2025-01-17 07:53:43,2025-02-16 07:53:43,1,2025-01-17 07:53:43,2025-01-17 07:57:15,100000.0,paid,,0.0,0.0,,0.0,
