id,user_id,package_id,package_name,package_price,package_days,model,model_id,model_name,with_partner,payment_method,date,start_time,end_time,session_number,status,reservation_id,created_at,updated_at
160,390,3,20 Sessions,380000.0,20.0,instructor,8,,0.0,card,2025-02-21,17:00:00,18:15:00,12,scheduled,,2025-02-21 18:18:31,2025-02-21 18:18:31
161,325,4,30 Sessions,550000.0,30.0,instructor,9,,0.0,orange_money,2025-04-05,21:00:00,22:00:00,8,scheduled,,2025-04-05 18:18:31,2025-04-05 18:18:31
162,327,20,20 Sessions,380000.0,20.0,instructor,5,,0.0,card,2025-05-19,20:45:00,21:30:00,7,scheduled,,2025-05-19 18:18:31,2025-05-19 18:18:31
163,190,6,10 Sessions +,300000.0,10.0,instructor,6,,1.0,card,2025-04-21,13:30:00,14:00:00,8,scheduled,,2025-04-21 18:18:31,2025-04-21 18:18:31
164,196,11,10 Sessions,40000.0,10.0,studio,,,0.0,orange_money,2025-04-25,14:15:00,15:15:00,3,scheduled,,2025-04-25 18:18:31,2025-04-25 18:18:31
165,461,10,1 Session,10000.0,1.0,studio,,,0.0,cash,2025-02-27,21:00:00,21:30:00,12,scheduled,,2025-02-27 18:18:31,2025-02-27 18:18:31
166,329,9,1 Session,5000.0,1.0,studio,,,0.0,orange_money,2025-05-05,11:30:00,12:00:00,9,scheduled,,2025-05-05 18:18:31,2025-05-05 18:18:31
167,538,13,1 Session,15000.0,1.0,studio,,,0.0,cash,2025-05-03,21:30:00,22:30:00,2,scheduled,,2025-05-03 18:18:31,2025-05-03 18:18:31
168,325,10,1 Session,10000.0,1.0,studio,,,0.0,cash,2025-07-01,21:45:00,22:45:00,11,scheduled,,2025-07-01 18:18:31,2025-07-01 18:18:31
169,105,9,1 Session,5000.0,1.0,studio,,,0.0,cash,2025-04-08,14:45:00,15:45:00,12,scheduled,,2025-04-08 18:18:31,2025-04-08 18:18:31
170,180,6,10 Sessions +,300000.0,10.0,instructor,10,,1.0,card,2025-04-04,08:30:00,09:45:00,10,scheduled,,2025-04-04 18:18:31,2025-04-04 18:18:31
171,645,24,30 Sessions +,825000.0,30.0,instructor,7,,1.0,card,2025-02-15,07:00:00,07:45:00,11,scheduled,,2025-02-15 18:18:31,2025-02-15 18:18:31
172,741,5,1 Session +,35000.0,1.0,instructor,5,,1.0,card,2025-06-21,17:30:00,18:30:00,10,scheduled,,2025-06-21 18:18:31,2025-06-21 18:18:31
173,243,8,30 Sessions +,825000.0,30.0,instructor,9,,1.0,orange_money,2025-02-26,19:15:00,20:30:00,6,scheduled,,2025-02-26 18:18:31,2025-02-26 18:18:31
174,217,9,1 Session,5000.0,1.0,studio,,,0.0,cash,2025-02-17,16:30:00,17:30:00,4,scheduled,,2025-02-17 18:18:31,2025-02-17 18:18:31
175,461,6,10 Sessions +,300000.0,10.0,instructor,8,,1.0,card,2025-03-18,10:00:00,10:30:00,9,scheduled,,2025-03-18 18:18:31,2025-03-18 18:18:31
176,726,8,30 Sessions +,825000.0,30.0,instructor,5,,1.0,card,2025-06-22,11:15:00,11:45:00,7,scheduled,,2025-06-22 18:18:31,2025-06-22 18:18:31
177,699,9,1 Session,5000.0,1.0,studio,,,0.0,cash,2025-07-20,12:15:00,12:45:00,1,scheduled,,2025-07-20 18:18:31,2025-07-20 18:18:31
178,530,25,30 Sessions,550000.0,30.0,instructor,8,,0.0,orange_money,2025-04-07,08:15:00,09:00:00,4,scheduled,,2025-04-07 18:18:31,2025-04-07 18:18:31
179,356,10,1 Session,10000.0,1.0,studio,,,0.0,orange_money,2025-04-07,13:15:00,14:30:00,4,scheduled,,2025-04-07 18:18:31,2025-04-07 18:18:31
180,374,24,30 Sessions +,825000.0,30.0,instructor,10,,1.0,cash,2025-04-26,09:45:00,10:30:00,1,scheduled,,2025-04-26 18:18:31,2025-04-26 18:18:31
181,352,8,30 Sessions +,825000.0,30.0,instructor,9,,1.0,card,2025-06-09,12:45:00,13:15:00,1,scheduled,,2025-06-09 18:18:31,2025-06-09 18:18:31
182,416,23,20 Sessions +,570000.0,20.0,instructor,8,,1.0,orange_money,2025-06-18,18:45:00,20:00:00,12,scheduled,,2025-06-18 18:18:31,2025-06-18 18:18:31
183,152,4,30 Sessions,550000.0,30.0,instructor,9,,0.0,cash,2025-07-29,12:15:00,13:30:00,6,scheduled,,2025-07-29 18:18:31,2025-07-29 18:18:31
184,697,23,20 Sessions +,570000.0,20.0,instructor,10,,1.0,cash,2025-08-10,11:45:00,12:45:00,7,scheduled,,2025-08-10 18:18:31,2025-08-10 18:18:31
185,216,18,1 Session,25000.0,1.0,instructor,5,,0.0,orange_money,2025-06-27,11:15:00,12:30:00,6,scheduled,,2025-06-27 18:18:31,2025-06-27 18:18:31
186,216,3,20 Sessions,380000.0,20.0,instructor,7,,0.0,orange_money,2025-03-29,13:15:00,14:15:00,2,scheduled,,2025-03-29 18:18:31,2025-03-29 18:18:31
187,211,16,10 Sessions,180000.0,10.0,studio,,,0.0,card,2025-05-11,21:45:00,22:45:00,5,scheduled,,2025-05-11 18:18:31,2025-05-11 18:18:31
188,354,17,1 Private Session,25000.0,1.0,studio,,,0.0,card,2025-04-22,21:15:00,22:15:00,12,scheduled,,2025-04-22 18:18:31,2025-04-22 18:18:31
189,236,18,1 Session,25000.0,1.0,instructor,11,,0.0,orange_money,2025-03-02,19:45:00,20:15:00,4,scheduled,,2025-03-02 18:18:31,2025-03-02 18:18:31
190,319,6,10 Sessions +,300000.0,10.0,instructor,5,,1.0,card,2025-06-06,09:45:00,11:00:00,2,scheduled,,2025-06-06 18:18:31,2025-06-06 18:18:31
191,591,2,10 Sessions,200000.0,,nan,,,,card,2025-05-12,18:45:00,20:00:00,8,scheduled,,2025-05-12 18:18:31,2025-05-12 18:18:31
192,233,4,30 Sessions,550000.0,30.0,instructor,7,,0.0,cash,2025-06-20,20:30:00,21:15:00,3,scheduled,,2025-06-20 18:18:31,2025-06-20 18:18:31
193,363,19,10 Sessions,200000.0,,nan,,,,orange_money,2025-03-15,10:00:00,10:45:00,7,scheduled,,2025-03-15 18:18:31,2025-03-15 18:18:31
194,336,25,30 Sessions,550000.0,30.0,instructor,8,,0.0,orange_money,2025-07-18,21:30:00,22:00:00,5,scheduled,,2025-07-18 18:18:31,2025-07-18 18:18:31
195,205,13,1 Session,15000.0,1.0,studio,,,0.0,card,2025-03-13,21:00:00,22:00:00,3,scheduled,,2025-03-13 18:18:31,2025-03-13 18:18:31
196,556,23,20 Sessions +,570000.0,20.0,instructor,10,,1.0,card,2025-04-17,17:30:00,18:00:00,6,scheduled,,2025-04-17 18:18:31,2025-04-17 18:18:31
197,756,20,20 Sessions,380000.0,20.0,instructor,8,,0.0,card,2025-03-19,09:15:00,09:45:00,11,scheduled,,2025-03-19 18:18:31,2025-03-19 18:18:31
198,133,24,30 Sessions +,825000.0,30.0,instructor,5,,1.0,orange_money,2025-03-10,13:00:00,14:15:00,5,scheduled,,2025-03-10 18:18:31,2025-03-10 18:18:31
199,493,3,20 Sessions,380000.0,20.0,instructor,5,,0.0,cash,2025-07-01,13:45:00,14:45:00,11,scheduled,,2025-07-01 18:18:31,2025-07-01 18:18:31
200,754,5,1 Session +,35000.0,1.0,instructor,5,,1.0,card,2025-04-08,19:45:00,20:45:00,11,scheduled,,2025-04-08 18:18:31,2025-04-08 18:18:31
201,452,22,10 Sessions +,300000.0,10.0,instructor,5,,1.0,card,2025-04-02,10:45:00,12:00:00,7,scheduled,,2025-04-02 18:18:31,2025-04-02 18:18:31
202,661,20,20 Sessions,380000.0,20.0,instructor,8,,0.0,cash,2025-04-25,19:30:00,20:15:00,7,scheduled,,2025-04-25 18:18:31,2025-04-25 18:18:31
203,173,2,10 Sessions,200000.0,,nan,,,,orange_money,2025-05-16,14:15:00,15:00:00,8,scheduled,,2025-05-16 18:18:31,2025-05-16 18:18:31
204,747,17,1 Private Session,25000.0,1.0,studio,,,0.0,cash,2025-05-29,14:45:00,15:15:00,8,scheduled,,2025-05-29 18:18:31,2025-05-29 18:18:31
205,211,22,10 Sessions +,300000.0,10.0,instructor,7,,1.0,cash,2025-03-31,13:30:00,14:00:00,9,scheduled,,2025-03-31 18:18:31,2025-03-31 18:18:31
206,122,17,1 Private Session,25000.0,1.0,studio,,,0.0,cash,2025-04-03,13:45:00,14:15:00,8,scheduled,,2025-04-03 18:18:31,2025-04-03 18:18:31
207,667,9,1 Session,5000.0,1.0,studio,,,0.0,card,2025-06-07,16:00:00,16:30:00,2,scheduled,,2025-06-07 18:18:31,2025-06-07 18:18:31
208,558,6,10 Sessions +,300000.0,10.0,instructor,11,,1.0,cash,2025-05-03,07:00:00,08:15:00,12,scheduled,,2025-05-03 18:18:31,2025-05-03 18:18:31
209,686,24,30 Sessions +,825000.0,30.0,instructor,8,,1.0,orange_money,2025-04-18,16:30:00,17:30:00,3,scheduled,,2025-04-18 18:18:31,2025-04-18 18:18:31
210,158,24,30 Sessions +,825000.0,30.0,instructor,9,,1.0,card,2025-02-20,08:45:00,09:15:00,1,scheduled,,2025-02-20 18:18:31,2025-02-20 18:18:31
211,84,6,10 Sessions +,300000.0,10.0,instructor,10,,1.0,card,2025-04-16,18:45:00,20:00:00,5,scheduled,,2025-04-16 18:18:31,2025-04-16 18:18:31
212,716,12,10 Sessions,80000.0,10.0,studio,,,0.0,orange_money,2025-02-20,18:45:00,19:45:00,2,scheduled,,2025-02-20 18:18:31,2025-02-20 18:18:31
213,85,7,20 Sessions +,570000.0,20.0,instructor,5,,1.0,cash,2025-02-14,10:00:00,10:45:00,8,scheduled,,2025-02-14 18:18:31,2025-02-14 18:18:31
214,750,8,30 Sessions +,825000.0,30.0,instructor,8,,1.0,orange_money,2025-03-27,10:00:00,11:00:00,8,scheduled,,2025-03-27 18:18:31,2025-03-27 18:18:31
215,517,1,1 Session,25000.0,1.0,instructor,5,,0.0,cash,2025-07-03,18:45:00,20:00:00,8,scheduled,,2025-07-03 18:18:31,2025-07-03 18:18:31
216,545,19,10 Sessions,200000.0,,nan,,,,cash,2025-06-21,11:45:00,12:15:00,6,scheduled,,2025-06-21 18:18:31,2025-06-21 18:18:31
217,730,23,20 Sessions +,570000.0,20.0,instructor,8,,1.0,card,2025-04-07,18:30:00,19:00:00,8,scheduled,,2025-04-07 18:18:31,2025-04-07 18:18:31
218,610,19,10 Sessions,200000.0,,nan,,,,orange_money,2025-03-08,21:45:00,22:30:00,12,scheduled,,2025-03-08 18:18:31,2025-03-08 18:18:31
219,90,14,1 Session,20000.0,1.0,studio,,,0.0,orange_money,2025-05-23,15:00:00,16:00:00,11,scheduled,,2025-05-23 18:18:31,2025-05-23 18:18:31
220,569,4,30 Sessions,550000.0,30.0,instructor,8,,0.0,orange_money,2025-02-27,12:45:00,14:00:00,1,scheduled,,2025-02-27 18:18:31,2025-02-27 18:18:31
221,279,16,10 Sessions,180000.0,10.0,studio,,,0.0,card,2025-04-21,10:15:00,11:15:00,10,scheduled,,2025-04-21 18:18:31,2025-04-21 18:18:31
222,757,15,10 Sessions,135000.0,10.0,studio,,,0.0,cash,2025-05-28,18:45:00,20:00:00,11,scheduled,,2025-05-28 18:18:31,2025-05-28 18:18:31
223,453,16,10 Sessions,180000.0,10.0,studio,,,0.0,cash,2025-03-05,10:30:00,11:00:00,11,scheduled,,2025-03-05 18:18:31,2025-03-05 18:18:31
224,260,7,20 Sessions +,570000.0,20.0,instructor,6,,1.0,orange_money,2025-04-08,08:45:00,10:00:00,5,scheduled,,2025-04-08 18:18:31,2025-04-08 18:18:31
225,655,2,10 Sessions,200000.0,,nan,,,,cash,2025-05-12,21:30:00,22:30:00,11,scheduled,,2025-05-12 18:18:31,2025-05-12 18:18:31
226,600,2,10 Sessions,200000.0,,nan,,,,cash,2025-05-17,13:00:00,13:45:00,2,scheduled,,2025-05-17 18:18:31,2025-05-17 18:18:31
227,583,9,1 Session,5000.0,1.0,studio,,,0.0,card,2025-05-13,19:00:00,20:00:00,3,scheduled,,2025-05-13 18:18:31,2025-05-13 18:18:31
228,612,20,20 Sessions,380000.0,20.0,instructor,10,,0.0,cash,2025-02-12,07:45:00,09:00:00,2,scheduled,,2025-02-12 18:18:31,2025-02-12 18:18:31
229,710,20,20 Sessions,380000.0,20.0,instructor,11,,0.0,cash,2025-03-21,07:00:00,07:45:00,11,scheduled,,2025-03-21 18:18:31,2025-03-21 18:18:31
230,293,12,10 Sessions,80000.0,10.0,studio,,,0.0,cash,2025-05-29,18:45:00,20:00:00,12,scheduled,,2025-05-29 18:18:31,2025-05-29 18:18:31
231,239,21,1 Session +,35000.0,1.0,instructor,7,,1.0,card,2025-07-07,08:15:00,09:30:00,7,scheduled,,2025-07-07 18:18:31,2025-07-07 18:18:31
232,77,8,30 Sessions +,825000.0,30.0,instructor,11,,1.0,card,2025-05-16,11:15:00,11:45:00,5,scheduled,,2025-05-16 18:18:31,2025-05-16 18:18:31
233,509,12,10 Sessions,80000.0,10.0,studio,,,0.0,orange_money,2025-02-22,10:15:00,11:30:00,4,scheduled,,2025-02-22 18:18:31,2025-02-22 18:18:31
234,524,14,1 Session,20000.0,1.0,studio,,,0.0,card,2025-04-16,20:30:00,21:00:00,8,scheduled,,2025-04-16 18:18:31,2025-04-16 18:18:31
235,81,23,20 Sessions +,570000.0,20.0,instructor,11,,1.0,orange_money,2025-07-25,08:30:00,09:30:00,7,scheduled,,2025-07-25 18:18:31,2025-07-25 18:18:31
236,250,14,1 Session,20000.0,1.0,studio,,,0.0,cash,2025-05-03,19:00:00,19:45:00,10,scheduled,,2025-05-03 18:18:31,2025-05-03 18:18:31
237,731,23,20 Sessions +,570000.0,20.0,instructor,11,,1.0,orange_money,2025-03-31,11:45:00,13:00:00,11,scheduled,,2025-03-31 18:18:31,2025-03-31 18:18:31
238,396,24,30 Sessions +,825000.0,30.0,instructor,10,,1.0,card,2025-05-15,07:30:00,08:15:00,12,scheduled,,2025-05-15 18:18:31,2025-05-15 18:18:31
239,744,7,20 Sessions +,570000.0,20.0,instructor,9,,1.0,orange_money,2025-03-06,17:45:00,18:45:00,11,scheduled,,2025-03-06 18:18:31,2025-03-06 18:18:31
240,285,10,1 Session,10000.0,1.0,studio,,,0.0,cash,2025-08-02,15:30:00,16:45:00,12,scheduled,,2025-08-02 18:18:31,2025-08-02 18:18:31
241,210,17,1 Private Session,25000.0,1.0,studio,,,0.0,orange_money,2025-05-31,10:00:00,11:00:00,9,scheduled,,2025-05-31 18:18:31,2025-05-31 18:18:31
242,735,6,10 Sessions +,300000.0,10.0,instructor,5,,1.0,cash,2025-03-26,16:30:00,17:15:00,5,scheduled,,2025-03-26 18:18:31,2025-03-26 18:18:31
243,602,4,30 Sessions,550000.0,30.0,instructor,10,,0.0,cash,2025-05-08,11:30:00,12:00:00,1,scheduled,,2025-05-08 18:18:31,2025-05-08 18:18:31
244,208,15,10 Sessions,135000.0,10.0,studio,,,0.0,card,2025-03-18,18:00:00,19:15:00,6,scheduled,,2025-03-18 18:18:31,2025-03-18 18:18:31
245,680,19,10 Sessions,200000.0,,nan,,,,orange_money,2025-03-04,17:15:00,18:15:00,5,scheduled,,2025-03-04 18:18:31,2025-03-04 18:18:31
246,671,22,10 Sessions +,300000.0,10.0,instructor,6,,1.0,orange_money,2025-05-07,15:15:00,15:45:00,6,scheduled,,2025-05-07 18:18:31,2025-05-07 18:18:31
247,280,25,30 Sessions,550000.0,30.0,instructor,7,,0.0,card,2025-07-17,09:45:00,11:00:00,2,scheduled,,2025-07-17 18:18:31,2025-07-17 18:18:31
